address,balance
0xf30ca2d937ce75da9686869ea21222dd7ceff799,1682477440000000000000
0xfb29cf04642bde0bd2cd921c61601d81409bcea6,1680070000000000000000
0x47fada38f149ba61ee95d5016eb52a45fb199a71,1669566340000000000000
0x330da43596b2ee57cd0d07ebc404f7a8fc1d2f9d,1663388937660000000000
0x621f98bd8aa1a7d1732f4d75650b8388eec40f37,1625000000000000000000
0x8c0464d83ca2a4417603da36471331968fcb005a,1625000000000000000000
0xf732899c29a557a2f7ee30fbf2356ca19a4dacb2,1625000000000000000000
0x9605347f40438f7d72b46dc3303e3ac42af525fa,1600000000000000000000
0xee2a115507b360e1efafd58b31a604b6dec4cd43,1585588891107377886970
0xda7ed5d4545af2b21fb25318279f91aeab0e943b,1569869760153506262758
0x06f90ad190308cd6e924c666e15a7910dc638cdd,1550989019230776732001
0x73b5bf7908eff5cd01ddf9d44cdb3c58209103b0,1495000000000000000000
0x3dd128891db90d8dd451980b93a88f44252a4324,1467000000000000000000
0x9876c95461f1eafe28ca5c1b3c1419e74a7f7921,1466112350000000000000
0x1be838c9e98d405b033344716b036326d053ed2e,1431819400000000000000
0x2cbc3faac50e452dbc169fed7ad37dfc1d2d0210,1431342240000000000000
0xa5a851de0dc01dbb03c580fe119a4fd89b9380a8,1400727679476647851187
0x04f03cc7281b431faba70af016913b8509ec1090,1338852777157372992302
0x8a8c4455c45e84aa2778a1840feb72af1c68e84d,1317753000000000000000
0xe6ef39c192fe46839ea873afa6e7fefb14f5ea6f,1260000000000000000000
0xe9b07c871cf216eb6775d3c8112bfd0e0376c81d,1230914000000000000000
0xa4fad4f0b818144e494fb18f079738e5e8c07965,1218470000000000000000
0x66ea3255140a475335473ccc52e2fd91fbda1bde,1199998400000000000000
0xc396c169c3af141aadf070c89bda797bab3b524a,1191760444767473850829
0x77282b40236972bedae062c8a8d753935b2693f8,1175260870000000000000
0x04462d38e3b2aeca535eef957e8d2b6d31f10a5e,1165960000000000000000
0xa470ad5af30badf2f6451af071a0fc7a117ce608,1148070119679636576897
0xfe66b6c022997b336673c44f390881c3d12255aa,1135110000000000000000
0x108bd550a888b6174b7bb2f555fc4006b1853984,1128831577100000000000
0xf866a9997460ccec97b6ff45bb4eb4662ce35c64,1115000000000000000000
0x03fbc3640e447f59e9540034f6cac2731b729701,1112300000000000000000
0xedde2d756aa7330490bbeb83f828e78d4df5262e,1112027999999999988176
0xf128f76a9eb1d8ff1f02326e5c7f5e6b87f214d1,1100000000000000000000
0xc017097f4ef25d1ec6c21bcb0fdcd1821471bcb9,1096339120000000000000
0x5d353970146e2799af857b1231bf781e76404aee,1077151760000000000000
0xbf6de910c01a41acf01d6fc9c358e04bd576a838,1066890000000000000000
0xb9ec364e7f7452080020b8bb616d2df0a3b135b5,1049839678000000000000
0xfe97baffedac2577830cb78827433b0642d7100d,1036430075894764071494
0x698355a1ca45e19f773a40a5b08bb67110a9d4aa,1034280318923297882681
0x8408ce3e1a9abd549211c3a91de34f0d2220d7a1,1032760000000000000000
0x52834a84bd6c36b62514af812e337aa0a6346eeb,1023850384677486994460
0x8b3f6576dd4db9c31902fe609c59ebe6726234d7,1004000000000000000000
0x3c72abf6f7c7490736b1d623e459fbd7a91a8743,1001447417401628629151
0x8e6b07cac30d1f942c50686dd1fc16c68c2a009f,1000160000000000000000
0xd6d3af748c1de0ccafe5cece8b9ca2aae0784ce2,1000000000000000000000
0xa58d0cc084b71995490c46c10f8b804a563d2020,1000000000000000000000
0x8b0176be32b4cd028d52755b99250202e1d4118b,1000000000000000000000
0x09eff94ccb9aeedecb9f8d042514c7bab4c4d0fb,1000000000000000000000
0xe0b817af36cd7d9e6c0e3e29968110c459c0c6ab,1000000000000000000000
0x15ad576c2b5be55d3e7fac0508f026554eda99c5,1000000000000000000000
0xb00f9278fd5c919a0e6c734b8798427294b9a2aa,1000000000000000000000
0x2b1414c1d0cfea59fc4c3aaf6c8031f793ff7d37,1000000000000000000000
0xc70810f7c18eb2b1407821366ec25a1656d719f2,1000000000000000000000
0x41b7f47c9f8abc94749cdc78321d556c6f8899d8,1000000000000000000000
0xfb36012210d0e06cb2779a3514c5601aa5ec1567,1000000000000000000000
0x1f92d728f2ca8b589cd2432c86864166ca34c285,999509436841719824882
0x290195c4d01be27372308907dcec04b7f88978b6,999070000000000000000
0xa4dedfe72ae9d5327181521826233c6744b44f7e,998667763046144900000
0x8ace57dc0ac6d1cf1687e496806bade50a7e76b4,998550000000000000000
0x0e87e162ca440a1bc68f3e9ff6cba6f71c14e206,994939430317877707673
0x665e5e6275307a1183f70d8fe1cf64f213b31cf3,984792839672756990128
0xea8bed1acee9bcc23744fb1b559b0b61fe6ead96,981568530000000000000
0x4c9fc9b45a7e6f912e649528bff11cf2875edd69,968980000000000000000
0xd653236f9b4db34f8823e3b30df802ab93ccf481,951127000000000000000
0x48419871361f1ebe63e459b5ae89511df8e88c96,943944150000000000000
0x93b18160fdd09ed267d0c230d38e053402992fc9,922724956770453067824
0x68f7b94dda4bb6c173dafe267509c9ecce3120b2,911271832480000000000
0x072f3252d0eb025fbd30ec43181ae6cea8566004,908746930000000000000
0x7fc0d1de40be8ac71012a2b86bf5b4742f9f6a73,900000000000000000000
0xe07c9a5309a85d128509205cccaaab999b06eeba,890000000000000000000
0x5b1b5bb6ba27c9f7a986ff66f4f030416bb75c53,885000000000000000000
0x1030a9903e0e1e448dd1bc2a601bacfdad784ab1,882000000000000000000
0xfdcc0c60fd0f85383022a3e42e2a377754b43003,880739709098844665283
0xdea203117ff78daf8f0beffdcfff97700eafa30b,879315200000000000000
0x994b4b932392e8955029d9d7c0be3e0932b3c7a5,868810585225907690454
0x4dcc533b18baa4d85686a079c77edcccfc2ea7c7,868240000000000000000
0x8cd7a62c754c314bbb45fc186ed2bd13c5f0d212,864110000000000000000
0xe1920a0e53650f34401d26a991aa91836db9c811,860000000000000000000
0x9ff8b55e9881ac5798c1353676432d6bea32375e,860000000000000000000
0x796ebf9531057e9b8cac596f5ec4ecd4891c40a5,847555052249730451213
0x4b1a4fa64ada4c0cbaf8eae9f1e7dfa31ec11ec8,824764027731936586743
0x2b42b8cf60eac572386da4800923261c93b80c7a,815000000000000000000
0xb82529fd7735a13febf5aa488aa3aca0d93d3141,808206000000000000000
0x76410ccc2977826696a138c4d0e775f5938452cc,808000000000000000000
0xe5c5bed3a7cb6c7e06b7cac1e619d0d722cdf7e8,800000000000000000000
0x567ea5f0d9f924ad0f754d1358f6e59e9a12cb94,800000000000000000000
0xa36d92beb7d8f58c354dec1930a344e4b3206372,796806200000000000000
0x5117ac7b8ca7ec404f37438ddb082990ee1d82f4,792226000000000000000
0xf72e974705630f46eb9a189973b38d4289d4414d,788140709280273847053
0xd9b81f998f7bbfc1d917eaa75cb7e1d0fae6fed7,785000000000000000000
0x2f612b88fad85e9747cff7c322880de4d4db44f4,783554400000000000000
0x7ec586b29454fea5e60c13c12290986735afbade,773193281392234887154
0xe4b26bba9fca2b99349b489a3863ff67fdc8cedf,767340000000000000000
0x5502a9e6763e81c74c0c47583033b4401b23b594,729875954608850920976
0x7d78ad1ba8b3b41e086882dfaee930b80383ae40,725568072000000000000
0xb66da05dcb4e15570b07a2736e705557716bfcfc,720000000000000000000
0x223c38bb647bd033c453762204cc377af03d6c00,715000000000000000000
0x411e59810752679948a6b489d1247225b340bc60,709224580000000000000
0xfa339be6be643eb6a3574151b7086c511454905b,700000000875100000000
0xc7ac2df0eb627645dacbb4eae65e72d5303093fa,700000000000000000000
0x220c55e7ec3625f8376d6c330926d4e245d1fdb7,700000000000000000000
0x35997e883fad7dd155f97b1cfdf697f5f0a0d0e0,700000000000000000000
0xde6ac348a0cfd7497109b06577ccf21710e8ad89,700000000000000000000
0x01ffeceea57c3b20887c1269ed9104a731fdd5eb,700000000000000000000
0x9beb41f885965d5bbe1d202a5c981b1686065085,700000000000000000000
0xdbdf9bf74ed14bc4fc874336f154f7f52fcbfb20,700000000000000000000
0x9820f75afd5a15d62c3004874f0beee7408b472d,698870000000000000000
0x70764d5f9bbdc7c97601032e54b1fccd22fb35ba,695882390000000000000
0xfb96802ae26336cde6d08ecfcbb2cae55a691554,691046950000000000000
0x33fb7a330ceebfe88d46e77bcb8e4d17b2211d00,688838793000000000000
0x7d80ccc1ab92fdbc6aeb4556c2242f0fd9e3c211,685000000000000000000
0x1a319e2946a53460acae1a065109bc92cc074c4b,669755000000000000000
0x3e4f7b0269560b8ea0fe2db36c259323dbe31d58,666177300561061874114
0xd2d2852bf3e6aec47086abe34266f27fe617e418,638390000000000000000
0x6756c6bab3af1ed8613cad81262fba1b4780fd0c,620000000000000000000
0x30c3a8878ff7afe1e5c92fe3f177a2db2bc44f4a,615000000000000000000
0x48961628c2dde9eb06d61ca9c47940c06647eac3,615000000000000000000
0xad0e9866133a9b815c2a2e33695e3c80086b584e,610291588116091597107
0xb475e407a9ce173d52a4cd5fca1cbe909ea44722,610160128862512336753
0x82eca6f65df70618472bdd8cb078a20430916da4,609828380000000000000
0x22c4eecba11599417ec15e6c68a6ba4f9cd434f2,600000000000000000000
0x3e54c2a09308c0715382cb69a13f1ce389bb8042,600000000000000000000
0x0eea20bb49deab2237fe1fbc503b9a8b21a86dd4,590120000000000000000
0x797adffacf48cb6d1afc811912e6c117e61586c9,577599990000000000000
0xeeb21d68b1b46a5be27acd4ba5e15a1d25f8e77d,577567339959326604396
0xfccf0cb0f2427e9465d110a581037720e2d0e546,575323250000000000000
0xd01afd7cf95b3a763b28e7233b4b86186f803914,568779620000000000000
0x184ff35313cc15970aca0482af566e4559fff15b,566543290000000000000
0x885d941fef8bbcdd8976c4ad08b94271be50ad72,564800429922448492099
0x947ec81743a07145ed7e7cb138260faef5052bda,559049620000000000000
0xd7708ef65c95f41763a2e9195361fb2b84264b35,558956220000000000000
0x825afc48c5c03658deef8c4e66982514af151511,551207576000000000000
0xe3d1f614b28f9d047e203f9e60161b730c61593f,548637844518517082624
0xa8bbdb5f85598ea6601c388cb12d98f7194f3256,548390000000000000000
0x3f17cf5336d1a0efe6b2b447dfd3b1f23e26c6ca,541469248797898152973
0x4b1a2dc3c590112a08b82e64279134c652f8c593,535144230018144071750
0xc8a30c9b054113326c70d5c387a037ca0cc9d28a,530849852702316182635
0x48a6ab900ee882f02649f565419b96c32827e29e,528000000000000000000
0x439fad913b1dc02488371fe144f9beca25662ac4,527240740000000000000
0x8178d292976d35b5dfe7923f1bfad647e9ff4e5d,526650000000000000000
0xbcf9d8e966aaf9a38a53186b406af44586cf985e,526276118946758765252
0x0b38d94d4c2ed89fdb9b32a56fb0331fabbfe6f3,523070000000000000000
0xebdefa4c123ff1088c48f3e4eab693b724ce20fc,522085690000000000000
0xd568d999acb1366f8b634adac4e7d939090c8599,516974471556978735661
0x64a1b5139f39c170909effdddcdef8f7904f895d,515000000000000000000
0x62911a53bb9053f90727c0f8b83ececffb977b92,515000000000000000000
0x8985641aed5666ad7bce6639afffcad740d5a75c,515000000000000000000
0xa1297709ebb99b92cc7bb28c399a96fbfd14ac9a,515000000000000000000
0x897df88bb1f2858bc047e9316742a660441224e3,515000000000000000000
0x3b6a478a2f708e452f0f29f2762169903c21abd9,515000000000000000000
0xf06b7b063e2114a8900320033f1f7c97bf169214,515000000000000000000
0x2555972834b4db9c65f6b2292109632f05292aa1,515000000000000000000
0x0c34b4edde9f51595b0e1caae9337bdd26039800,515000000000000000000
0xcf01a22b9c2389508888b04296522e56c58c7736,515000000000000000000
0xa9b80ec76bd7ee7d25b516e836a38b082d872994,510883346432878715809
0x36ccc852349e1bdbed9a119b732e7a23f650f6e8,505800000000000000000
0x8c601a46d792f48671660c10020f6e94beb78e9c,500907790000000000000
0x4b27a6e2ad88168b8398cddae39bfe4cff49e768,500000000000000000000
0xe9e8cb73c7c70038f00abf4673827a23fd54f257,500000000000000000000
0x30f4dd8e3646797ceb50766a2acde0f8da6aa785,500000000000000000000
0xb45b9cc3653e78e03932e89864ac2d475576b541,500000000000000000000
0x4e4299c6e15e70a517a540d0f8ca5ba44479cc5f,500000000000000000000
0xde44de06c561baade6bba573cd4d3abc13e33448,500000000000000000000
0x5233ac347974a0af73058deff23b86005b05566e,500000000000000000000
0x07ba854f8eb2eee6012cb9014848e4fa3a811c9d,499990862940282477250
0xc517264b9aab9dc952c488d945ac7ba3f0d19ded,499141230000000000000
0x7863fa9d59e4d6d0471d3516d0ef920f995f311e,499110000000000000000
0x82191e21a80db76ec28e863abbe2b19d185fff77,498960000000000000000
0x2fa1e7df142665320ca916afda9dfd9a97c9b986,492797888159573123280
0xcd139018e806245c19b7b9af8c854135c28fe410,485000000000000000000
0x264cbc5b724c33906637880014a7efdd4fa8d563,485000000000000000000
0xf4d9e7ce160b16264d376590c78b2a29d796ba4b,485000000000000000000
0x9869ee1b4d677bc51f5bf6ecbb6c475694787961,484533770000000000000
0x231ec9f4079080990ff67ab30e8f6d45068b3988,480499444425732325831
0xb8e8c2b77592f8393a76ca0b649fe801be766775,471879857264615425946
0x4b5074f1734a20da35d24812e04aed031c4a4edf,465000000000000000000
0x71d7cd25d8ec84ba671e73705a4a87f4e9f53b92,463920000000000000000
0x7aa54b542a34f3860ca55e8fdd39439146101987,462263849450000000000
0x930571c19817b635961b76af608427aefc987d48,459080000000000000000
0xdd662762ac8feb355f8b7729a32e626c09bdcc5f,453954150000000000000
0xfd247e59b07adcdb29caf8a32ae96a748b6e8908,453612912000000000000
0xe076ab7a54064999f91eed886a6ba91f4ca8a156,442129084252476724904
0xdb49a5773b88be847feeb1ee87ce63505330ae7f,440870000000000000000
0x4d8b67fc46f34d79c59ed5bf26359b44f6c6cd07,439744053000439884886
0x98468c0e9342d4e0ac3e09257251fab192992092,438444513505100960936
0x99e5147ae21238ec26636a8d5eab0bef889c0519,438000000000000000000
0xcfcba7543287e3701f5f3a4162441dcc5c9f7da2,436202130000000000000
0xd9f516d9f67f007128866329b12222012b7e7a60,434645567864671023058
0x8f9946aecc395ed458abee7983e04a7b082081f1,429553060000000000000
0x24f2e57dd70cc98714e7c07dc03b805c3f9351ca,427940750000000000000
0x3593d125a4f7849a1b059e64f4517a86dd60c95d,424820000000000000000
0x8117097ab3a6ca9c14a51e62e13c3d157bddfea1,420302218771774704049
0x52468bf5cc368e8941d3098737760b5a6427c37f,411677000000000000000
0x6de386bf2e09dba1453785b7ea32fcace4b2131e,411618653590133346212
0x2c4b15ca7760627591c3247428e50b6efacb92ca,405470000000000000000
0xe5a2401c3ea3e47d55d06c10f32186ffc33ac47f,404700786014558617409
0x92d065408359c3cc6ddca3848781d2a111afd09a,400000086489910652311
0x023ab1f7acaad1f7a01d3bfa4afd2ab575780090,400000000000000000000
0xd53258a2468303e3a741a71a4fcc6c48c7b451cc,400000000000000000000
0xa88689d2b98bbaf28abb386873c59e0e81369a82,400000000000000000000
0x78b988696086678537ad94b6aa9adb7d08f8ad91,400000000000000000000
0xb7282ae9b503fb83a1785338a669d7ba8d58b31d,399888800000000000000
0xf75045c0ac9cfcd31d806776cebb62c2adaf72ed,399868000000000000000
0x0399a164decc0da98a3fff04263cfcb085ee8b9c,398230000000000000000
0x8b6cfafa1f19a0f6cc3645bed1e4217b44675f9f,397343764950051284049
0xe0cbbcc34f2eff40698080a21b7f03d019c1daee,396783000000000000000
0x477a0c46a61347038a4d3b9330ce5c759db7dd7d,396382340000000000000
0x0e967345c8aa5b76bfbb27a14fc1ff3d5ed3060c,391047500000000000000
0x881039d8c1497d48663111ebed76e1be1359e058,390000000000000000000
0x7b0650a63b9b634996d315e0b6a64fba13c66f0c,388208510000000000000
0x01d29596a2c3f190ef6faf8fbd543abc4f2e47ca,385000000000000000000
0x62a4b8eed2f2d865a8e31e1adaa4155a28b2f491,383750960608591357651
0x9b6da067d293f49e7aa50142b930ed01e4c1c661,370000000000000000000
0x9a8fb1f8f7261448b373527f322d5b9adbb3e64e,368670000000000000000
0x156e41862a257d681919bd359360f85fc6c747d5,364733888075146228860
0xd9a849d34c9a1b74e106c7bb656adef3c09f9e9f,361332236953855100000
0xd82e2e4e4dc0a58855deb0c2707619c973b4ed12,357571280000000000000
0x45eda8d404ac47ad4ffee5176a9d82f29ad773a2,356615285111838597531
0x8c20ff12e9aff82fc04737541f1d57193409a7f1,355927485985504576385
0xff38e24037f5d2fedfcc9f19f7e239869b5bebbd,354749157988362118079
0x1e0f4c15aae83f99c71e4003a95ab7923fd907b1,350931706000000000000
0x30b576d9a9de57cdd3deabc5cb45164d47d809c1,349776015521017725925
0x65fda2042598bdd19cfc13ed8b475144116470a9,345652000000000000000
0xfb58016ae2fa508d07aa137443b3e2bee24879c3,337380977481259900000
0xcad6bf5a7371f28a5f7deb69d4ed518949853efa,335573030000000000000
0x5b3bdd88c689a0405c73dbac3b3bd701e6833eb3,321240000000000000000
0xb768fbd53a849a7bebaca6ac1b5739ad51509f8d,319089800000000000000
0x152733346602406ac776a60ea64be9d23997d4de,317709130000000000000
0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,314030722780992901186
0x4b403e3951389122fa9b27a37b4ed3185cb9281e,312036720000000000000
0x29c560ab639bbffa3190e254c599fdf06eb138a8,307363162726978489975
0xc9cb93e5237ae8fdd4291cc4d2166d485b9b3712,300110000000000000000
0xd3eadf214c1685526a94106240fdea47cec2893f,300000000000000000000
0x5158e8f880cd799c0c45909b2b0ea7c1bdd28116,300000000000000000000
0xaf5ddd1c720bd25e5a4cf9a0a7b4ea98afc053c9,300000000000000000000
0xe01357e44d28d5a77f1936d54a1fbd08991e5160,300000000000000000000
0x9776c6e5dbc9d87d6af56221442aa2341b57ddb2,300000000000000000000
0x2053da659e076d01f04d1f630fa1d6da1aa7f55c,300000000000000000000
0xd46bfe8891355db4f18983c6a731998348789297,300000000000000000000
0x9385391bcd21c2aa90804d4e94210a528b23b963,300000000000000000000
0x4dd98abb9e3951d86dd9fd5c1669515bd5072cd7,299150000000000000000
0xef88d55371e4b49843631979d8c51f2e2ba30a81,299120000000000000000
